Date,Year,Month,Quarter,Season,Salesperson,SaleType,Region,Product_Line,Performance_Level,Incident_Impact_Category,Incident_Type,Economic_Index,Marketing_Budget,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Profit_Margin,Incident_Impact,Incident_Description,Price,Salesperson_Skill,Product_Tier,Employee_ID,Office_Temperature,Random_Factor,SaleType_Numeric,Region_Numeric
2022-01-01,2022,1,1,Winter,Eve,Buyout,East,Standard,High,Positive,new_product_launch,114.43,53669.44,178.29,1035.85,1500646.53,8.57,60.87,3.64,0.45,0.2,New Product Launch (+15%),1448.71,5,2,1431,76.49,-1.9,1,1
2017-12-01,2017,12,4,Winter,Eve,Buyout,West,Standard,Medium,Neutral,competitor_launch,101.87,48489.31,184.58,849.19,931943.74,8.08,45.22,3.08,0.39,-0.08,Competitor Launch (-15%),1097.45,5,2,4945,72.25,1.87,1,4
2018-10-01,2018,10,4,Fall,Alice,Subscription,South,Basic,Low,Neutral,none,97.17,46381.14,114.49,381.3,67898.97,6.84,31.93,4.44,0.22,0.0,,178.07,1,1,6230,71.1,1.13,0,3
2019-01-01,2019,1,1,Winter,Bob,Subscription,West,Premium,Low,Negative,economic_downturn,107.42,49449.03,158.97,542.93,79637.04,8.29,40.05,3.17,0.36,-0.15,Economic Downturn (-20%),146.68,2,3,9121,70.99,-0.97,0,4
2022-06-01,2022,6,2,Summer,Alice,Subscription,South,Premium,Low,Negative,subscription_churn_crisis,108.9,75391.74,160.42,541.12,85978.55,6.73,59.9,3.19,0.29,-0.11,Subscription Churn Crisis (-16%),158.89,1,3,2704,73.29,1.01,0,3
2021-10-01,2021,10,4,Fall,Bob,Buyout,South,Standard,Medium,Neutral,buyout_premium_tier,106.73,51958.34,166.4,676.2,958914.68,7.97,42.95,3.98,0.45,0.07,Buyout Premium Tier (+16%),1418.09,2,2,9846,68.0,-2.22,1,3
2021-12-01,2021,12,4,Winter,David,Subscription,East,Basic,Medium,Neutral,none,109.31,52057.19,177.67,764.32,106019.11,7.07,38.11,3.75,0.26,0.0,,138.71,4,1,6096,71.71,-0.26,0,1
2023-06-01,2023,6,2,Summer,Alice,Subscription,North,Basic,Low,Neutral,none,114.76,83525.47,161.59,534.9,32757.25,7.55,40.66,3.67,0.23,0.0,,61.24,1,1,6756,68.79,-0.24,0,2
2022-08-01,2022,8,3,Summer,David,Subscription,East,Standard,High,Neutral,none,104.84,73614.62,218.55,944.26,87164.77,7.17,42.75,3.29,0.33,0.0,,92.31,4,2,4764,72.79,-1.16,0,1
2024-03-01,2024,3,1,Spring,Eve,Buyout,West,Basic,High,Neutral,none,120.25,77614.74,213.33,992.66,1005346.46,7.49,63.96,4.22,0.2,0.0,,1012.78,5,1,7165,71.36,-0.1,1,4
2021-07-01,2021,7,3,Summer,David,Buyout,West,Standard,Medium,Negative,supply_shortage,112.18,78145.48,215.46,848.42,1150657.73,7.82,63.08,3.25,0.26,-0.14,Supply Shortage (-18%),1356.24,4,2,2868,72.29,0.06,1,4
2024-03-01,2024,3,1,Spring,Bob,Buyout,South,Basic,Medium,Neutral,none,119.21,73871.78,181.85,689.69,809712.07,7.24,53.04,3.95,0.23,0.0,,1174.02,2,1,2685,72.54,0.8,1,3
2017-05-01,2017,5,2,Spring,Charlie,Subscription,South,Premium,Medium,Neutral,none,107.22,65738.31,189.55,784.91,93239.53,7.96,31.68,3.54,0.37,0.0,,118.79,3,3,7234,73.24,1.85,0,3
2016-09-01,2016,9,3,Fall,Eve,Subscription,North,Premium,Medium,Neutral,none,97.89,52844.06,171.86,835.59,134187.19,8.4,44.72,3.28,0.37,0.0,,160.59,5,3,6412,69.61,0.5,0,2
2022-07-01,2022,7,3,Summer,Charlie,Buyout,East,Premium,Medium,Neutral,none,105.16,70556.19,205.62,836.6,1186950.4,7.21,53.06,4.2,0.41,0.0,,1418.78,3,3,8697,75.54,2.3,1,1
2020-09-01,2020,9,3,Fall,David,Subscription,West,Standard,Medium,Negative,pandemic_impact,103.67,55584.6,197.65,774.65,146835.76,7.93,56.65,4.19,0.24,-0.1,Pandemic Impact (-35%),189.55,4,2,5075,72.4,0.19,0,4
2020-07-01,2020,7,3,Summer,Bob,Buyout,South,Basic,Low,Negative,pandemic_impact,105.61,66334.85,172.79,548.74,1032735.81,4.94,48.92,3.22,0.17,-0.17,Pandemic Impact (-35%),1882.02,2,1,9100,72.58,-0.79,1,3
2020-09-01,2020,9,3,Fall,Charlie,Buyout,North,Standard,Medium,Negative,pandemic_impact,101.98,58765.95,181.33,667.82,1334524.16,7.6,41.43,4.39,0.25,-0.1,Pandemic Impact (-35%),1998.34,3,2,4225,71.86,-0.71,1,2
2015-01-01,2015,1,1,Winter,Charlie,Buyout,West,Basic,Medium,Neutral,none,100.73,38207.0,175.6,760.44,899649.58,7.09,38.52,2.98,0.27,0.0,,1183.06,3,1,3555,70.28,-0.07,1,4
2020-02-01,2020,2,1,Winter,Alice,Buyout,South,Standard,Low,Neutral,enterprise_budget_cuts,113.22,59712.78,152.19,504.9,782585.21,8.47,32.32,2.37,0.39,-0.06,Enterprise Budget Cuts (-20%),1549.98,1,2,6638,73.74,-0.73,1,3
2017-06-01,2017,6,2,Summer,Alice,Subscription,West,Premium,Medium,Positive,west_region_expansion,101.06,65220.51,138.43,618.05,43529.25,7.44,32.5,3.28,0.45,0.25,West Region Expansion (+25%),70.43,1,3,4077,72.68,0.88,0,4
2024-09-01,2024,9,3,Fall,Charlie,Subscription,North,Standard,Medium,Neutral,none,112.77,72100.08,182.38,784.54,50900.93,7.48,58.86,3.98,0.31,0.0,,64.88,3,2,7008,78.0,-0.15,0,2
2017-10-01,2017,10,4,Fall,Bob,Buyout,North,Standard,Low,Negative,competitor_launch,98.9,50536.68,162.72,503.96,864287.09,7.37,44.0,3.64,0.26,-0.13,Competitor Launch (-15%),1715.0,2,2,5206,69.77,0.32,1,2
2024-04-01,2024,4,2,Spring,Bob,Subscription,West,Basic,Medium,Neutral,none,115.38,82055.02,185.16,688.78,109254.23,5.64,47.06,3.38,0.14,0.0,,158.62,2,1,7133,76.21,-0.97,0,4
2015-12-01,2015,12,4,Winter,David,Subscription,East,Standard,Medium,Neutral,none,98.97,39751.54,191.56,825.13,145223.26,7.65,30.8,2.75,0.42,0.0,,176.0,4,2,7205,71.95,0.74,0,1
2019-05-01,2019,5,2,Spring,Bob,Buyout,West,Standard,Medium,Positive,viral_marketing,107.94,73290.85,164.23,690.68,1069234.33,6.45,41.95,2.84,0.45,0.2,Viral Marketing (+20%),1548.1,2,2,4992,71.78,-0.61,1,4
2015-09-01,2015,9,3,Fall,Bob,Buyout,South,Standard,Low,Neutral,none,99.82,52547.88,149.54,572.92,579371.25,8.12,41.47,3.39,0.42,0.0,,1011.26,2,2,2372,69.38,1.16,1,3
2024-03-01,2024,3,1,Spring,Alice,Subscription,East,Standard,Low,Neutral,none,116.73,76994.33,155.72,571.96,71958.64,7.43,52.24,3.81,0.31,0.0,,125.81,1,2,2998,73.13,-0.61,0,1
2018-07-01,2018,7,3,Summer,Alice,Subscription,South,Basic,Low,Negative,subscription_price_increase,101.77,73086.92,174.9,510.05,92165.92,6.59,52.96,3.45,0.14,-0.12,Subscription Price Increase (-12%),180.7,1,1,1020,71.46,-0.66,0,3
2016-02-01,2016,2,1,Winter,Bob,Buyout,West,Premium,Low,Neutral,none,104.75,50834.14,137.78,563.92,609215.77,7.46,32.46,2.72,0.45,0.0,,1080.32,2,3,1014,73.45,-0.91,1,4
2018-10-01,2018,10,4,Fall,Bob,Subscription,East,Basic,Low,Neutral,none,101.17,51752.52,172.56,566.78,74610.9,7.9,41.75,3.6,0.18,0.0,,131.64,2,1,9841,69.23,-1.31,0,1
2016-01-01,2016,1,1,Winter,David,Buyout,South,Standard,Medium,Neutral,none,102.96,44417.53,161.54,734.65,1135062.36,6.96,35.11,3.37,0.31,0.0,,1545.03,4,2,7893,72.64,1.33,1,3
2022-02-01,2022,2,1,Winter,Bob,Subscription,West,Standard,Medium,Positive,new_product_launch,112.55,59159.57,155.73,669.91,127269.1,7.42,43.4,3.02,0.44,0.11,New Product Launch (+15%),189.98,2,2,5624,72.07,1.32,0,4
2018-12-01,2018,12,4,Winter,Alice,Subscription,West,Basic,Low,Negative,economic_downturn,104.11,44303.02,172.0,466.65,26692.13,5.23,35.58,2.77,0.1,-0.2,Economic Downturn (-20%),57.2,1,1,4416,70.66,0.82,0,4
2018-05-01,2018,5,2,Spring,Alice,Buyout,East,Standard,Medium,Neutral,buyout_discount_campaign,106.4,70451.08,184.85,654.9,863368.8,6.83,40.87,2.67,0.41,0.09,Buyout Discount Campaign (+18%),1318.32,1,2,7685,72.32,-0.33,1,1
2018-06-01,2018,6,2,Summer,Eve,Subscription,West,Standard,High,Neutral,none,103.32,61844.75,201.26,993.92,129339.3,8.73,52.35,2.64,0.36,0.0,,130.13,5,2,4282,71.98,-1.57,0,4
2017-01-01,2017,1,1,Winter,Bob,Buyout,North,Premium,Low,Neutral,none,104.42,54298.08,143.77,568.07,918794.61,8.34,33.73,2.64,0.43,0.0,,1617.41,2,3,2280,73.64,0.88,1,2
2016-01-01,2016,1,1,Winter,Charlie,Subscription,South,Standard,Medium,Neutral,none,106.37,43855.01,195.3,795.58,90051.33,6.57,45.02,3.41,0.34,0.0,,113.19,3,2,1496,74.63,-0.95,0,3
2017-07-01,2017,7,3,Summer,David,Subscription,South,Basic,Medium,Neutral,none,99.86,76942.75,198.61,877.52,164921.94,6.53,50.7,2.67,0.25,0.0,,187.94,4,1,6815,73.5,-0.78,0,3
2021-11-01,2021,11,4,Fall,Alice,Subscription,West,Standard,Low,Neutral,none,104.23,50720.52,154.29,507.23,99088.14,6.78,46.48,3.65,0.41,0.0,,195.35,1,2,2066,72.47,0.02,0,4
2020-11-01,2020,11,4,Fall,Eve,Subscription,West,Basic,High,Positive,subscription_feature_launch,104.08,53405.84,206.4,1100.91,102142.67,6.44,53.65,3.92,0.21,0.1,Subscription Feature Launch (+14%),92.78,5,1,8870,68.88,0.78,0,4
2021-07-01,2021,7,3,Summer,David,Buyout,North,Standard,Medium,Neutral,supply_shortage,106.61,70222.74,166.73,671.46,1204107.78,8.02,42.08,3.75,0.27,-0.08,Supply Shortage (-18%),1793.26,4,2,4894,69.98,0.68,1,2
2016-07-01,2016,7,3,Summer,David,Subscription,East,Premium,Medium,Neutral,none,96.33,55960.33,175.17,824.11,90940.78,10.0,45.0,3.6,0.42,0.0,,110.35,4,3,4039,74.66,0.83,0,1
2016-12-01,2016,12,4,Winter,David,Subscription,West,Premium,Medium,Neutral,award_recognition,104.75,48269.39,177.59,868.1,155233.57,7.84,33.66,2.87,0.37,0.06,Award Recognition (+12%),178.82,4,3,3147,73.28,-1.43,0,4
2018-02-01,2018,2,1,Winter,Eve,Buyout,West,Standard,Medium,Neutral,competitor_launch,110.57,47585.29,190.03,884.32,1439718.93,9.39,46.72,2.84,0.36,-0.04,Competitor Launch (-15%),1628.06,5,2,4361,70.83,-0.15,1,4
2018-12-01,2018,12,4,Winter,Alice,Buyout,West,Basic,Low,Negative,economic_downturn,107.36,44091.7,125.72,288.56,420738.02,6.52,30.33,3.14,0.13,-0.2,Economic Downturn (-20%),1458.05,1,1,9361,74.65,0.45,1,4
2020-02-01,2020,2,1,Winter,David,Buyout,West,Standard,Medium,Neutral,enterprise_budget_cuts,112.61,60454.48,193.26,806.86,1595871.82,7.82,40.85,3.46,0.32,-0.06,Enterprise Budget Cuts (-20%),1977.89,4,2,7143,70.05,-1.6,1,4
2023-11-01,2023,11,4,Fall,David,Buyout,South,Standard,High,Neutral,partnership_deal,105.31,62127.07,190.21,925.74,1658880.43,7.84,54.21,5.0,0.41,0.09,Partnership Deal (+18%),1791.95,4,2,8373,69.44,-0.07,1,3
2017-07-01,2017,7,3,Summer,Charlie,Buyout,West,Basic,High,Positive,west_region_expansion,103.57,56414.96,200.14,994.8,1413574.95,5.33,47.42,3.35,0.39,0.19,West Region Expansion (+25%),1420.97,3,1,9159,75.01,0.01,1,4
2016-01-01,2016,1,1,Winter,Eve,Subscription,South,Basic,High,Neutral,none,102.27,46702.7,202.37,956.27,157488.74,7.55,46.15,2.86,0.22,0.0,,164.69,5,1,2242,76.04,-1.21,0,3
2019-03-01,2019,3,1,Spring,Eve,Subscription,West,Premium,Medium,Neutral,economic_downturn,109.44,60531.62,194.39,894.57,157720.78,6.45,45.91,2.71,0.42,-0.06,Economic Downturn (-20%),176.31,5,3,6323,70.51,0.28,0,4
2019-11-01,2019,11,4,Fall,Eve,Subscription,East,Basic,High,Neutral,none,103.81,45513.66,183.47,896.57,174715.05,7.47,43.84,4.25,0.21,0.0,,194.87,5,1,2111,74.18,0.72,0,1
2015-12-01,2015,12,4,Winter,Alice,Subscription,North,Standard,Low,Neutral,none,102.76,36606.88,154.5,523.77,100412.35,7.18,26.53,2.85,0.24,0.0,,191.71,1,2,5998,74.61,-0.32,0,2
2019-06-01,2019,6,2,Summer,Charlie,Buyout,East,Premium,High,Positive,viral_marketing,108.11,59454.06,181.82,907.25,1635503.49,6.72,49.65,3.15,0.45,0.13,Viral Marketing (+20%),1802.71,3,3,8623,72.42,1.5,1,1
2019-08-01,2019,8,3,Summer,Bob,Subscription,West,Standard,Medium,Neutral,none,103.48,72283.71,157.26,610.41,48393.67,7.33,43.52,3.58,0.28,0.0,,79.28,2,2,7750,71.41,0.82,0,4
2021-10-01,2021,10,4,Fall,Eve,Buyout,West,Standard,High,Neutral,buyout_premium_tier,104.05,62886.35,231.72,1074.46,1663386.22,7.47,54.38,4.59,0.41,0.07,Buyout Premium Tier (+16%),1548.11,5,2,3586,70.19,-0.51,1,4
2023-08-01,2023,8,3,Summer,Bob,Subscription,West,Standard,Medium,Positive,partnership_deal,107.01,65957.21,157.92,746.1,84533.51,7.24,52.43,3.84,0.37,0.18,Partnership Deal (+18%),113.3,2,2,2057,72.46,0.54,0,4
2023-01-01,2023,1,1,Winter,Eve,Buyout,East,Standard,High,Neutral,none,115.19,64372.66,238.68,1000.0,1070200.0,7.59,64.01,3.64,0.4,0.0,,1070.2,5,2,6695,71.23,-1.83,1,1
2024-02-01,2024,2,1,Winter,Alice,Buyout,West,Premium,Medium,Neutral,none,117.57,63643.89,167.33,627.54,869719.81,6.97,55.63,2.63,0.44,0.0,,1385.93,1,3,7532,75.18,1.65,1,4
2020-06-01,2020,6,2,Summer,David,Buyout,East,Basic,Medium,Negative,pandemic_impact,109.28,76429.78,191.61,656.54,977033.77,7.01,41.05,3.89,0.11,-0.22,Pandemic Impact (-35%),1488.16,4,1,9845,75.27,0.5,1,1
2022-08-01,2022,8,3,Summer,David,Subscription,South,Basic,Medium,Negative,south_region_competition,107.83,68085.65,158.96,618.07,114362.01,7.86,55.8,3.85,0.12,-0.15,South Region Competition (-15%),185.03,4,1,3089,71.85,0.35,0,3
2015-05-01,2015,5,2,Spring,Charlie,Subscription,North,Basic,Medium,Neutral,none,103.68,57580.02,187.72,801.43,112424.18,6.51,42.93,3.21,0.26,0.0,,140.28,3,1,7036,73.59,-0.76,0,2
2021-11-01,2021,11,4,Fall,Charlie,Buyout,North,Standard,Medium,Neutral,buyout_premium_tier,101.45,52187.63,148.5,694.5,1008474.34,7.66,41.79,4.0,0.37,0.1,Buyout Premium Tier (+16%),1452.09,3,2,3980,73.23,-1.2,1,2
2023-08-01,2023,8,3,Summer,Bob,Subscription,East,Standard,Medium,Positive,partnership_deal,107.93,69298.39,180.8,795.28,58580.54,7.79,56.65,4.12,0.33,0.18,Partnership Deal (+18%),73.66,2,2,3791,76.69,0.93,0,1
2021-10-01,2021,10,4,Fall,Eve,Buyout,South,Standard,High,Neutral,buyout_premium_tier,104.45,64886.79,230.91,1074.46,1180060.73,9.52,68.52,3.68,0.41,0.07,Buyout Premium Tier (+16%),1098.28,5,2,5972,72.01,0.46,1,3
2019-12-01,2019,12,4,Winter,David,Subscription,East,Premium,Medium,Neutral,none,106.34,53759.85,165.94,795.52,141299.79,8.15,46.32,3.43,0.34,0.0,,177.62,4,3,3140,73.2,0.34,0,1
2022-11-01,2022,11,4,Fall,Bob,Subscription,South,Standard,Medium,Neutral,south_region_competition,106.49,57187.76,176.82,628.96,101206.33,5.79,45.4,3.31,0.33,-0.04,South Region Competition (-15%),160.91,2,2,6790,71.6,0.68,0,3
2018-05-01,2018,5,2,Spring,David,Subscription,West,Standard,Medium,Neutral,none,104.35,70653.18,184.35,874.25,117971.66,6.83,42.98,3.24,0.36,0.0,,134.94,4,2,3297,73.89,-0.52,0,4
2017-05-01,2017,5,2,Spring,David,Subscription,South,Basic,Medium,Neutral,none,106.43,55810.15,201.65,851.64,46022.47,7.48,41.69,3.27,0.22,0.0,,54.04,4,1,3274,70.61,-0.14,0,3
2017-08-01,2017,8,3,Summer,David,Buyout,South,Standard,Medium,Neutral,none,97.96,52449.16,182.95,833.38,1288324.63,8.84,32.78,3.49,0.37,0.0,,1545.9,4,2,4866,68.47,0.08,1,3
2015-11-01,2015,11,4,Fall,Eve,Subscription,South,Standard,High,Neutral,none,98.65,43442.4,184.47,924.63,72962.48,7.09,30.38,3.16,0.32,0.0,,78.91,5,2,8361,77.98,-0.89,0,3
2015-01-01,2015,1,1,Winter,Eve,Subscription,North,Standard,High,Neutral,none,101.16,45249.06,204.31,1000.0,58860.0,7.67,41.35,2.61,0.4,0.0,,58.86,5,2,2506,69.98,0.48,0,2
2016-11-01,2016,11,4,Fall,Bob,Buyout,South,Standard,Medium,Positive,award_recognition,101.83,45103.15,165.46,679.52,1299459.61,7.4,35.35,3.19,0.34,0.12,Award Recognition (+12%),1912.31,2,2,8708,68.44,-0.24,1,3
2015-03-01,2015,3,1,Spring,Alice,Buyout,West,Standard,Low,Neutral,none,107.0,41986.95,131.52,442.71,714168.04,6.6,32.17,2.26,0.37,0.0,,1613.19,1,2,6340,73.33,-0.18,1,4
2019-03-01,2019,3,1,Spring,Bob,Buyout,West,Standard,Medium,Neutral,economic_downturn,111.59,55007.06,190.81,681.64,1351160.66,8.24,40.22,2.88,0.29,-0.06,Economic Downturn (-20%),1982.21,2,2,1365,72.16,0.19,1,4
2017-02-01,2017,2,1,Winter,David,Buyout,West,Standard,Medium,Neutral,none,106.9,52463.67,158.93,748.88,959938.83,8.73,39.39,3.77,0.35,0.0,,1281.84,4,2,7972,68.77,0.1,1,4
2023-03-01,2023,3,1,Spring,Charlie,Subscription,South,Standard,Medium,Neutral,none,118.7,81873.32,199.63,801.69,103506.01,7.57,56.79,3.54,0.22,0.0,,129.11,3,2,4873,72.47,0.04,0,3
2016-01-01,2016,1,1,Winter,Bob,Subscription,East,Premium,Medium,Neutral,none,104.79,50386.33,147.97,602.26,37593.22,7.56,22.67,3.14,0.39,0.0,,62.42,2,3,8579,70.24,-1.86,0,1
2016-02-01,2016,2,1,Winter,Alice,Buyout,East,Basic,Low,Neutral,none,106.31,56147.98,132.61,419.86,678829.43,7.43,25.82,2.83,0.34,0.0,,1616.79,1,1,1285,68.27,-0.24,1,1
2022-02-01,2022,2,1,Winter,Bob,Subscription,West,Basic,Medium,Positive,new_product_launch,116.92,64081.8,154.25,679.73,58035.61,7.18,44.98,3.47,0.24,0.11,New Product Launch (+15%),85.38,2,1,1382,73.41,-0.0,0,4
2016-05-01,2016,5,2,Spring,Charlie,Buyout,North,Standard,Medium,Neutral,product_recall,106.85,63693.32,180.22,673.52,1324028.53,7.04,34.68,3.0,0.25,-0.08,Product Recall (-25%),1965.84,3,2,6250,72.32,-1.03,1,2
2022-01-01,2022,1,1,Winter,Alice,Subscription,East,Premium,Medium,Positive,new_product_launch,110.5,52271.35,157.06,650.73,45167.12,8.48,39.93,3.45,0.45,0.15,New Product Launch (+15%),69.41,1,3,4904,73.9,-0.69,0,1
2022-02-01,2022,2,1,Winter,Alice,Buyout,South,Basic,Medium,Positive,new_product_launch,112.73,66304.98,178.93,685.11,812510.38,6.65,43.16,3.68,0.3,0.11,New Product Launch (+15%),1185.96,1,1,2684,69.58,1.8,1,3
2021-03-01,2021,3,1,Spring,Bob,Buyout,East,Standard,Medium,Neutral,none,112.44,64121.99,193.44,747.91,1362736.38,5.68,50.45,3.01,0.4,0.0,,1822.07,2,2,4549,74.56,0.58,1,1
2017-10-01,2017,10,4,Fall,Eve,Buyout,West,Standard,Medium,Negative,competitor_launch,95.67,51596.67,195.44,833.92,1611136.77,6.99,48.0,2.87,0.35,-0.13,Competitor Launch (-15%),1932.01,5,2,4935,69.1,-0.12,1,4
2019-05-01,2019,5,2,Spring,Eve,Subscription,North,Premium,High,Positive,viral_marketing,108.37,68488.59,198.14,1200.0,172548.0,7.24,38.04,3.33,0.45,0.2,Viral Marketing (+20%),143.79,5,3,2966,72.14,-0.86,0,2
2016-06-01,2016,6,2,Summer,Bob,Subscription,East,Standard,Medium,Neutral,none,102.7,63935.64,186.73,709.27,38236.81,7.91,35.06,3.55,0.29,0.0,,53.91,2,2,8895,70.65,-0.07,0,1
2017-08-01,2017,8,3,Summer,David,Buyout,East,Basic,Medium,Neutral,none,98.63,58286.77,177.41,814.73,948377.28,6.51,39.58,3.2,0.35,0.0,,1164.04,4,1,3212,69.41,2.1,1,1
2018-08-01,2018,8,3,Summer,David,Buyout,West,Basic,Medium,Neutral,none,99.1,61943.45,165.62,688.99,802670.97,7.82,35.21,3.87,0.28,0.0,,1164.99,4,1,6082,73.8,-0.34,1,4
2022-05-01,2022,5,2,Spring,David,Subscription,North,Standard,Medium,Negative,subscription_churn_crisis,115.25,80711.22,218.65,819.28,128519.98,9.08,54.68,3.82,0.18,-0.16,Subscription Churn Crisis (-16%),156.87,4,2,9293,73.55,-0.14,0,2
2016-08-01,2016,8,3,Summer,Alice,Buyout,North,Standard,Medium,Positive,enterprise_sales_push,97.45,50159.05,169.99,700.42,1013710.75,7.77,37.97,3.98,0.41,0.22,Enterprise Sales Push (+22%),1447.28,1,2,8837,71.31,-1.71,1,2
2020-11-01,2020,11,4,Fall,Charlie,Subscription,West,Premium,Medium,Positive,subscription_feature_launch,105.69,45012.33,153.68,735.69,120734.68,7.9,48.29,4.4,0.45,0.1,Subscription Feature Launch (+14%),164.11,3,3,9325,71.41,-1.01,0,4
2017-01-01,2017,1,1,Winter,Charlie,Buyout,South,Premium,Medium,Neutral,none,107.81,49030.76,198.64,848.74,856244.34,7.21,41.48,3.28,0.45,0.0,,1008.84,3,3,6518,72.12,-0.21,1,3
2023-02-01,2023,2,1,Winter,Bob,Subscription,East,Basic,Medium,Neutral,none,116.08,71419.6,185.88,692.33,126212.05,6.27,53.08,3.49,0.18,0.0,,182.3,2,1,9038,72.25,0.23,0,1
2021-09-01,2021,9,3,Fall,Charlie,Subscription,South,Standard,Medium,Neutral,supply_shortage,108.12,72087.81,194.18,762.57,132350.8,6.41,47.31,3.25,0.25,-0.07,Supply Shortage (-18%),173.56,3,2,7436,69.34,2.15,0,3
2015-10-01,2015,10,4,Fall,Eve,Subscription,East,Standard,Medium,Neutral,none,94.77,37832.8,172.52,810.98,115572.74,7.16,24.8,3.65,0.29,0.0,,142.51,5,2,7630,71.22,-0.45,0,1
2018-11-01,2018,11,4,Fall,Bob,Buyout,East,Basic,Medium,Neutral,none,106.0,46524.56,172.48,692.66,1058645.68,5.87,39.18,3.9,0.28,0.0,,1528.38,2,1,7720,69.4,-0.13,1,1
2020-09-01,2020,9,3,Fall,Eve,Subscription,South,Basic,Medium,Negative,pandemic_impact,100.55,52714.03,169.31,717.23,83041.26,7.88,43.2,3.7,0.15,-0.1,Pandemic Impact (-35%),115.78,5,1,5145,73.72,0.37,0,3
2015-04-01,2015,4,2,Spring,David,Buyout,West,Basic,Medium,Neutral,none,105.37,53319.96,177.56,791.7,856062.44,6.7,36.4,2.88,0.34,0.0,,1081.3,4,1,5726,68.0,-0.2,1,4
2020-11-01,2020,11,4,Fall,David,Subscription,West,Premium,Medium,Positive,subscription_feature_launch,103.71,57696.97,175.16,892.82,141914.34,8.14,46.76,3.24,0.45,0.1,Subscription Feature Launch (+14%),158.95,4,3,6661,71.64,0.48,0,4
2024-01-01,2024,1,1,Winter,Bob,Buyout,East,Premium,Medium,Neutral,partnership_deal,118.24,62923.11,150.7,649.69,879087.42,8.28,49.85,3.51,0.45,0.05,Partnership Deal (+18%),1353.08,2,3,6281,74.0,1.13,1,1
2021-04-01,2021,4,2,Spring,David,Subscription,West,Standard,High,Neutral,none,112.37,67605.36,207.03,914.64,141833.62,8.05,46.1,2.81,0.28,0.0,,155.07,4,2,6871,72.57,1.77,0,4
2018-06-01,2018,6,2,Summer,Alice,Subscription,East,Standard,Low,Neutral,none,105.08,69741.78,170.91,590.58,78854.0,5.38,35.82,3.41,0.35,0.0,,133.52,1,2,7189,69.92,-2.36,0,1
2021-02-01,2021,2,1,Winter,Eve,Subscription,West,Basic,High,Neutral,none,112.03,55430.55,206.41,997.19,174817.46,5.73,53.48,3.18,0.29,0.0,,175.31,5,1,6698,68.0,-1.25,0,4
2018-12-01,2018,12,4,Winter,Eve,Buyout,East,Standard,Medium,Negative,economic_downturn,106.37,55239.78,190.02,693.11,698241.52,7.6,40.3,3.8,0.23,-0.2,Economic Downturn (-20%),1007.41,5,2,6371,73.03,-0.35,1,1
2022-03-01,2022,3,1,Spring,Alice,Buyout,West,Basic,Medium,Neutral,new_product_launch,114.19,66874.12,178.28,630.96,1202082.67,5.5,43.51,3.49,0.27,0.08,New Product Launch (+15%),1905.16,1,1,7329,74.83,0.29,1,4
2020-06-01,2020,6,2,Summer,Charlie,Buyout,North,Standard,Medium,Negative,pandemic_impact,110.87,70164.39,187.29,601.1,698782.04,7.95,38.26,3.64,0.27,-0.22,Pandemic Impact (-35%),1162.5,3,2,6874,71.6,-0.55,1,2
2023-10-01,2023,10,4,Fall,Alice,Subscription,South,Basic,Medium,Positive,partnership_deal,105.68,65069.82,154.97,647.42,74563.84,6.07,50.34,4.06,0.23,0.12,Partnership Deal (+18%),115.17,1,1,4558,74.53,-0.34,0,3
2022-11-01,2022,11,4,Fall,Alice,Subscription,North,Standard,Low,Neutral,none,105.31,61097.93,149.3,544.97,88950.32,8.45,38.52,4.48,0.25,0.0,,163.22,1,2,4724,72.65,0.4,0,2
2017-12-01,2017,12,4,Winter,David,Buyout,South,Basic,Medium,Neutral,competitor_launch,104.9,52960.5,152.62,667.59,997104.79,6.82,37.49,3.78,0.23,-0.08,Competitor Launch (-15%),1493.59,4,1,8196,71.94,-1.85,1,3
2015-04-01,2015,4,2,Spring,Eve,Buyout,South,Premium,High,Neutral,none,103.15,54579.52,211.13,1000.0,1809400.0,8.55,43.53,2.67,0.42,0.0,,1809.4,5,3,8092,73.4,-1.12,1,3
2021-05-01,2021,5,2,Spring,Alice,Subscription,East,Standard,Medium,Neutral,none,111.49,78387.64,188.47,643.11,98974.51,6.28,51.22,3.57,0.28,0.0,,153.9,1,2,9649,72.04,0.93,0,1
2021-04-01,2021,4,2,Spring,Bob,Buyout,South,Basic,Medium,Neutral,none,112.69,70043.19,219.95,804.07,805119.27,6.68,46.47,3.91,0.22,0.0,,1001.3,2,1,1542,75.77,-0.7,1,3
2019-05-01,2019,5,2,Spring,Eve,Subscription,North,Standard,High,Positive,viral_marketing,105.87,64778.31,196.8,1180.55,153140.51,8.15,54.73,2.78,0.39,0.2,Viral Marketing (+20%),129.72,5,2,9071,73.92,1.69,0,2
2019-08-01,2019,8,3,Summer,Charlie,Subscription,North,Standard,Medium,Neutral,none,101.52,59419.12,167.53,742.27,141195.4,8.13,42.81,3.78,0.37,0.0,,190.22,3,2,3141,72.16,0.25,0,2
