Date,Salesperson,SaleType,Price,Discontinued
2020-02,Eve,Buyout,1025.86,N/A
2018-06,Charlie,Subscription,65.91,True
2024-08,Charlie,Subscription,115.89,False
2022-11,Alice,Subscription,126.69,False
2021-07,David,Buyout,1395.29,N/A
2016-12,Bob,Subscription,192.1,False
2019-10,Alice,Buyout,1814.23,N/A
2024-04,David,Subscription,61.18,False
2017-02,Bob,Buyout,1808.01,N/A
2015-12,David,Buyout,1157.74,N/A
2024-05,Alice,Subscription,102.26,True
2016-10,Charlie,Subscription,58.57,True
2023-04,Eve,Buyout,1922.8,N/A
2015-02,Charlie,Buyout,1081.86,N/A
2023-10,Eve,Subscription,162.83,True
2016-10,Eve,Buyout,1793.51,N/A
2021-01,Charlie,Buyout,1189.06,N/A
2020-09,Bob,Subscription,159.76,True
2023-01,David,Buyout,1597.81,N/A
2019-08,Charlie,Subscription,127.93,False
2016-05,Eve,Subscription,72.44,True
2020-03,David,Subscription,106.08,False
2017-06,Bob,Buyout,1061.64,N/A
2023-03,Bob,Subscription,67.87,True
2017-12,Alice,Subscription,53.55,False
2021-12,Charlie,Subscription,61.93,True
2022-08,Bob,Buyout,1933.9,N/A
2018-06,Charlie,Buyout,1918.86,N/A
2024-10,David,Buyout,1294.58,N/A
2016-09,David,Subscription,170.33,True
2016-06,Eve,Buyout,1365.79,N/A
2018-06,David,Subscription,179.51,False
2023-10,Alice,Subscription,66.46,False
2015-04,Bob,Subscription,148.04,True
2022-11,Alice,Subscription,73.84,True
2022-09,Bob,Subscription,164.23,True
2019-11,Bob,Buyout,1323.91,N/A
2023-01,David,Buyout,1804.48,N/A
2020-03,Eve,Subscription,192.95,False
2016-11,Bob,Subscription,88.29,True
2024-11,Alice,Buyout,1012.97,N/A
2020-11,Charlie,Subscription,76.98,False
2015-05,David,Buyout,1353.61,N/A
2018-07,Bob,Buyout,1373.73,N/A
2021-12,David,Buyout,1358.9,N/A
2023-12,Charlie,Subscription,125.47,True
2024-09,Bob,Buyout,1101.82,N/A
2020-02,Eve,Buyout,1027.5,N/A
2020-07,Alice,Buyout,1297.02,N/A
2018-06,Alice,Buyout,1546.32,N/A
2016-08,Eve,Buyout,1356.51,N/A
2023-04,Alice,Buyout,1949.89,N/A
2023-12,Charlie,Subscription,193.11,False
2023-04,Eve,Buyout,1792.82,N/A
2024-02,Alice,Subscription,91.86,True
2017-08,Alice,Buyout,1794.74,N/A
2022-03,Bob,Subscription,87.49,False
2020-12,Charlie,Buyout,1030.11,N/A
2022-02,Eve,Buyout,1013.21,N/A
2021-03,Eve,Subscription,95.26,False
2017-12,Charlie,Buyout,1351.17,N/A
2021-11,Charlie,Buyout,1925.11,N/A
2020-10,Bob,Buyout,1493.02,N/A
2020-11,Bob,Buyout,1557.07,N/A
2017-08,Bob,Buyout,1383.53,N/A
2020-04,Charlie,Buyout,1917.54,N/A
2015-04,David,Subscription,133.37,True
2020-11,Charlie,Buyout,1318.97,N/A
2020-08,Alice,Buyout,1746.37,N/A
2016-02,David,Buyout,1428.49,N/A
2020-06,David,Subscription,126.98,True
2015-09,David,Buyout,1222.48,N/A
2018-08,Charlie,Buyout,1896.37,N/A
2023-01,Alice,Buyout,1798.26,N/A
2020-04,Alice,Subscription,115.99,False
2015-01,Alice,Buyout,1712.74,N/A
2021-05,Charlie,Subscription,182.03,True
2021-04,David,Subscription,66.0,True
2022-04,Charlie,Subscription,189.45,False
2019-07,Alice,Buyout,1114.14,N/A
2024-03,Charlie,Buyout,1163.87,N/A
2020-06,Bob,Buyout,1589.67,N/A
2015-06,David,Subscription,58.24,False
2024-03,Bob,Subscription,113.57,False
2023-03,Alice,Subscription,109.44,False
2019-11,Charlie,Buyout,1605.61,N/A
2021-09,Eve,Subscription,78.68,True
2020-11,Eve,Buyout,1657.94,N/A
2017-03,David,Subscription,152.08,False
2015-03,Bob,Subscription,99.54,False
2019-01,Eve,Subscription,136.89,True
2015-06,David,Buyout,1954.69,N/A
2020-03,Bob,Buyout,1056.9,N/A
2015-08,Eve,Subscription,172.82,True
2016-02,Bob,Buyout,1909.98,N/A
2017-07,Eve,Subscription,53.2,True
2018-07,Eve,Subscription,62.75,True
2021-11,Bob,Subscription,139.22,True
2019-06,David,Subscription,164.87,False
2016-11,David,Subscription,67.55,True
2023-11,David,Buyout,1306.25,N/A
2022-02,Eve,Buyout,1025.54,N/A
2024-01,David,Buyout,1803.33,N/A
2024-09,Bob,Subscription,115.13,False
2024-07,Charlie,Buyout,1450.96,N/A
2023-04,Eve,Subscription,112.03,True
2019-11,Eve,Buyout,1642.24,N/A
2020-03,Eve,Subscription,164.62,True
2016-03,Bob,Buyout,1020.88,N/A
2018-11,Alice,Buyout,1342.81,N/A
2016-07,David,Buyout,1566.31,N/A
2020-02,Bob,Buyout,1337.27,N/A
2020-08,Charlie,Buyout,1209.14,N/A
2016-06,Eve,Subscription,102.79,False
2019-11,Charlie,Subscription,145.95,False
2019-12,David,Buyout,1570.58,N/A
2022-04,David,Subscription,149.83,True
2022-07,Alice,Buyout,1824.56,N/A
2020-07,David,Subscription,159.99,True
2024-06,David,Subscription,183.0,False
2020-04,Eve,Subscription,81.44,True
2022-10,Charlie,Subscription,142.12,False
2016-06,Bob,Subscription,151.15,True
2016-03,Alice,Subscription,103.97,True
2024-06,Eve,Subscription,121.06,False
2018-08,Alice,Buyout,1000.42,N/A
2023-11,Bob,Buyout,1901.33,N/A
2015-11,Bob,Buyout,1711.65,N/A
2020-08,Eve,Buyout,1283.24,N/A
2015-06,Alice,Subscription,87.32,True
2016-11,Eve,Buyout,1552.4,N/A
2020-05,Charlie,Buyout,1845.1,N/A
2022-06,David,Buyout,1485.36,N/A
2024-10,Eve,Buyout,1609.32,N/A
2021-12,David,Buyout,1204.68,N/A
2022-05,Charlie,Subscription,57.64,True
2021-06,Eve,Buyout,1847.5,N/A
2020-02,Alice,Buyout,1837.09,N/A
2015-09,Charlie,Buyout,1773.35,N/A
2016-01,Eve,Buyout,1347.34,N/A
2023-02,Charlie,Subscription,193.16,True
2023-04,Alice,Subscription,172.79,False
2021-06,David,Buyout,1519.03,N/A
2017-03,David,Buyout,1128.99,N/A
2023-06,Alice,Subscription,116.33,False
2019-01,Eve,Subscription,108.66,False
2020-05,Eve,Subscription,72.71,True
2024-05,Alice,Buyout,1370.96,N/A
2016-10,Bob,Buyout,1672.99,N/A
2023-08,Alice,Subscription,52.55,True
2024-09,Bob,Subscription,118.52,True
2020-03,Eve,Buyout,1727.86,N/A
2021-09,Bob,Subscription,171.38,True
2019-10,David,Buyout,1737.89,N/A
2020-02,Bob,Buyout,1443.84,N/A
2016-11,Charlie,Subscription,112.31,True
2024-07,Bob,Subscription,164.58,False
2019-02,Eve,Buyout,1082.82,N/A
2018-02,Alice,Buyout,1779.23,N/A
2017-07,Bob,Buyout,1169.81,N/A
2017-03,David,Buyout,1503.24,N/A
2022-02,David,Subscription,151.8,True
2018-03,Eve,Buyout,1724.39,N/A
2020-08,David,Subscription,174.53,False
2016-08,David,Buyout,1801.1,N/A
2016-05,Charlie,Buyout,1235.65,N/A
2018-04,Eve,Subscription,168.02,False
2018-02,Bob,Subscription,86.92,True
2016-04,Alice,Buyout,1997.36,N/A
2020-11,Alice,Subscription,76.82,True
2017-02,Charlie,Subscription,150.77,False
2018-08,David,Buyout,1319.58,N/A
2022-03,Charlie,Buyout,1069.1,N/A
2020-08,Eve,Subscription,84.04,False
2015-03,David,Buyout,1826.27,N/A
2024-07,David,Subscription,88.22,False
2016-08,Alice,Subscription,161.4,False
2023-10,Charlie,Subscription,194.51,False
2024-08,Bob,Subscription,106.45,False
2017-11,Bob,Subscription,108.4,True
2019-09,Eve,Subscription,133.25,False
2024-11,Charlie,Subscription,130.87,False
2016-11,Alice,Subscription,133.81,False
2018-03,Charlie,Subscription,113.29,True
2022-04,Bob,Subscription,115.0,False
2016-01,David,Subscription,111.61,False
2020-06,Charlie,Subscription,57.99,False
2019-09,Eve,Buyout,1884.44,N/A
2021-03,Charlie,Subscription,76.07,False
2015-10,Bob,Buyout,1113.56,N/A
2019-06,Alice,Buyout,1263.62,N/A
2024-08,Eve,Subscription,101.47,True
2024-04,David,Buyout,1613.24,N/A
2021-08,Alice,Subscription,82.55,False
2024-08,Charlie,Buyout,1870.25,N/A
2016-09,Bob,Subscription,78.6,False
2020-04,Eve,Buyout,1195.15,N/A
2023-12,Charlie,Subscription,86.11,True
2021-11,Bob,Subscription,191.01,True
2020-12,David,Buyout,1049.65,N/A
2015-01,Charlie,Buyout,1762.93,N/A
2015-04,David,Subscription,75.71,True
2016-05,Charlie,Buyout,1073.78,N/A
2019-11,Alice,Subscription,169.53,True
2018-12,David,Buyout,1156.24,N/A
2023-02,Charlie,Subscription,194.97,False
2016-08,Alice,Buyout,1577.94,N/A
2016-02,David,Buyout,1662.46,N/A
2021-06,David,Buyout,1338.38,N/A
2017-05,David,Subscription,81.0,False
2024-03,Charlie,Buyout,1675.04,N/A
2019-08,Charlie,Subscription,194.9,False
2015-11,Eve,Subscription,190.8,False
2020-04,Eve,Subscription,193.37,True
2019-04,Eve,Buyout,1826.18,N/A
2022-06,Bob,Buyout,1529.96,N/A
2021-07,Alice,Subscription,116.6,False
2017-05,Bob,Subscription,92.93,True
2020-03,David,Buyout,1786.19,N/A
2016-03,Bob,Buyout,1094.46,N/A
2018-11,Bob,Buyout,1589.02,N/A
2020-12,Alice,Buyout,1360.09,N/A
2024-11,David,Buyout,1758.49,N/A
2024-08,Alice,Subscription,81.78,True
2023-03,Alice,Subscription,165.32,True
2016-01,Charlie,Subscription,56.32,False
2016-07,David,Buyout,1453.09,N/A
2017-07,Bob,Subscription,58.5,False
2019-10,David,Buyout,1901.64,N/A
2016-09,Eve,Subscription,91.55,False
2022-05,Eve,Subscription,65.05,False
2021-04,David,Subscription,55.57,True
2021-01,David,Buyout,1064.68,N/A
2021-07,Eve,Buyout,1159.27,N/A
2019-03,Eve,Buyout,1778.71,N/A
2015-09,Bob,Buyout,1104.8,N/A
2019-06,Charlie,Buyout,1948.37,N/A
2017-09,Charlie,Buyout,1682.21,N/A
2017-11,Charlie,Buyout,1001.91,N/A
2017-04,Eve,Buyout,1252.2,N/A
2017-11,Alice,Subscription,91.96,True
2019-05,Charlie,Buyout,1533.63,N/A
2020-02,Charlie,Buyout,1536.46,N/A
2017-02,Eve,Buyout,1787.47,N/A
2015-02,Alice,Subscription,63.7,False
2017-10,Alice,Subscription,169.83,False
2024-12,Alice,Subscription,151.75,False
2020-07,Alice,Subscription,184.63,False
2018-08,Bob,Subscription,82.2,False
2016-08,Eve,Subscription,128.73,False
2017-06,Alice,Buyout,1505.68,N/A
2023-12,Charlie,Buyout,1083.77,N/A
2022-02,Bob,Buyout,1801.41,N/A
2022-11,Bob,Buyout,1980.75,N/A
2022-09,David,Buyout,1690.27,N/A
2022-01,David,Buyout,1347.55,N/A
2023-06,Bob,Buyout,1977.12,N/A
2017-02,Bob,Buyout,1114.63,N/A
2016-11,David,Buyout,1760.53,N/A
2023-03,David,Buyout,1161.49,N/A
2023-05,Charlie,Subscription,129.76,True
2016-01,Charlie,Buyout,1549.81,N/A
2018-04,Eve,Buyout,1234.54,N/A
2018-12,Charlie,Subscription,68.17,True
2017-08,Charlie,Buyout,1247.15,N/A
2017-11,Eve,Subscription,67.9,False
2024-06,Bob,Subscription,91.72,True
2020-10,David,Subscription,131.86,True
2016-06,Bob,Buyout,1623.94,N/A
2021-09,Charlie,Subscription,118.81,False
2020-01,Charlie,Buyout,1832.78,N/A
2016-04,David,Subscription,111.26,False
2018-06,David,Subscription,149.32,False
2021-08,Charlie,Buyout,1289.89,N/A
2024-08,Charlie,Buyout,1525.51,N/A
2015-06,Bob,Subscription,109.25,False
2022-09,Bob,Subscription,160.44,False
2021-07,David,Buyout,1798.94,N/A
2020-11,Charlie,Buyout,1011.62,N/A
2021-09,Eve,Subscription,198.79,False
2016-07,Alice,Subscription,145.75,True
2016-05,Eve,Buyout,1117.33,N/A
2020-10,Bob,Buyout,1678.71,N/A
2021-09,Bob,Subscription,80.97,True
2022-11,Eve,Subscription,192.61,False
2022-10,David,Subscription,87.48,False
2015-12,Eve,Buyout,1034.75,N/A
2015-07,Eve,Buyout,1169.88,N/A
2020-09,Charlie,Subscription,71.04,True
2016-03,Bob,Buyout,1158.21,N/A
2024-03,David,Subscription,165.37,False
2015-07,Charlie,Buyout,1953.35,N/A
2023-10,Alice,Buyout,1440.74,N/A
2021-02,Alice,Subscription,93.38,False
2016-03,Eve,Subscription,112.08,False
2021-12,David,Buyout,1014.3,N/A
2016-10,Alice,Buyout,1489.77,N/A
2024-09,David,Subscription,108.58,True
2019-08,Charlie,Buyout,1395.41,N/A
2016-05,Bob,Buyout,1762.16,N/A
2024-06,Bob,Subscription,105.31,False
2021-02,Bob,Buyout,1893.79,N/A
2017-07,Charlie,Buyout,1275.48,N/A
2022-08,David,Subscription,80.43,False
2016-09,David,Subscription,73.11,True
2015-12,Bob,Subscription,192.41,True
2023-07,Bob,Buyout,1262.75,N/A
2019-02,Bob,Subscription,148.39,True
2024-11,Bob,Subscription,107.12,False
2023-11,Charlie,Subscription,56.76,True
2020-03,Eve,Subscription,99.16,False
2024-07,Charlie,Buyout,1291.92,N/A
2017-04,David,Subscription,156.69,True
2017-12,Eve,Subscription,148.46,True
2023-03,Bob,Buyout,1174.48,N/A
2024-04,David,Subscription,189.7,True
2016-07,David,Buyout,1693.98,N/A
2018-10,Bob,Buyout,1872.77,N/A
2016-09,Eve,Buyout,1667.34,N/A
2015-06,Charlie,Subscription,52.49,True
2017-10,Eve,Subscription,182.53,True
2024-01,David,Subscription,166.1,False
2017-07,David,Buyout,1043.3,N/A
2022-12,Charlie,Buyout,1152.21,N/A
2023-05,Alice,Subscription,68.58,False
2016-12,Charlie,Subscription,60.74,False
2016-07,Bob,Subscription,157.58,True
2019-04,David,Subscription,78.19,False
2015-04,Eve,Buyout,1323.1,N/A
2024-08,Alice,Subscription,173.31,False
2024-02,Eve,Subscription,61.3,True
2019-12,Alice,Buyout,1280.9,N/A
2018-04,David,Subscription,113.1,True
2020-08,Bob,Buyout,1908.23,N/A
2022-09,David,Buyout,1435.32,N/A
2023-07,Bob,Buyout,1697.54,N/A
2019-08,Eve,Buyout,1945.54,N/A
2022-12,David,Subscription,113.9,True
2019-04,Charlie,Subscription,85.3,True
2020-10,David,Buyout,1799.1,N/A
2020-04,Alice,Buyout,1194.86,N/A
2018-07,Alice,Buyout,1280.16,N/A
2020-06,Charlie,Buyout,1018.17,N/A
2021-01,Eve,Buyout,1454.33,N/A
2015-03,Alice,Buyout,1735.53,N/A
2024-02,Eve,Buyout,1289.96,N/A
2019-12,Alice,Buyout,1784.66,N/A
2016-02,Eve,Buyout,1998.35,N/A
2017-02,Alice,Subscription,110.2,False
2024-10,Charlie,Subscription,79.86,True
2018-10,Charlie,Subscription,175.37,True
2020-06,Alice,Buyout,1256.62,N/A
2020-07,Alice,Buyout,1461.66,N/A
2023-04,Alice,Buyout,1133.31,N/A
2023-01,Alice,Buyout,1634.02,N/A
2019-12,David,Subscription,109.59,False
2024-01,Bob,Buyout,1608.66,N/A
2023-04,Alice,Subscription,99.83,True
2019-04,Charlie,Subscription,191.93,False
2023-09,Eve,Buyout,1938.73,N/A
2015-10,David,Subscription,199.72,False
2018-07,David,Buyout,1601.65,N/A
2019-10,David,Subscription,158.73,True
2019-09,Eve,Subscription,107.77,False
2021-04,Eve,Subscription,193.99,True
2020-12,David,Buyout,1172.98,N/A
2024-10,Alice,Subscription,116.6,False
2024-03,Eve,Subscription,147.56,False
2017-04,David,Buyout,1568.71,N/A
2020-05,Bob,Buyout,1090.02,N/A
2019-12,David,Subscription,141.11,True
2019-09,Charlie,Subscription,100.07,True
2022-01,Eve,Buyout,1191.23,N/A
2024-07,Alice,Subscription,52.69,False
2021-10,David,Buyout,1138.47,N/A
2021-01,Charlie,Subscription,164.61,True
2023-06,Alice,Buyout,1459.74,N/A
2019-06,David,Subscription,193.54,True
2016-07,David,Subscription,177.83,True
2016-05,Bob,Buyout,1091.12,N/A
2022-07,David,Subscription,134.79,True
2020-06,Bob,Buyout,1933.37,N/A
2024-02,Charlie,Buyout,1101.18,N/A
2023-09,Charlie,Subscription,67.66,True
2024-11,Bob,Buyout,1995.42,N/A
2023-07,Eve,Subscription,62.76,True
2015-07,Bob,Subscription,103.14,True
2018-03,Charlie,Subscription,64.75,False
2021-10,Alice,Subscription,164.34,False
2019-02,David,Subscription,52.97,False
2023-08,Charlie,Buyout,1216.75,N/A
2023-10,Eve,Buyout,1501.5,N/A
2016-04,Charlie,Buyout,1314.51,N/A
2023-12,Charlie,Buyout,1433.84,N/A
2021-12,Bob,Subscription,86.35,False
2021-03,Bob,Buyout,1968.38,N/A
2023-09,Charlie,Subscription,163.23,False
2023-09,Charlie,Subscription,119.1,True
2023-12,Alice,Buyout,1018.83,N/A
2018-12,Eve,Buyout,1582.33,N/A
2019-08,Alice,Subscription,126.12,True
2024-12,Alice,Subscription,191.73,False
2023-03,David,Subscription,156.11,True
2018-08,Bob,Buyout,1232.86,N/A
2022-04,David,Subscription,60.13,False
2023-09,Alice,Buyout,1476.15,N/A
2016-06,Eve,Buyout,1147.72,N/A
2015-04,David,Buyout,1163.13,N/A
2015-10,David,Subscription,191.45,True
2016-03,Eve,Buyout,1310.51,N/A
2017-06,Charlie,Buyout,1463.22,N/A
2017-03,Bob,Subscription,182.38,True
2024-03,Bob,Subscription,192.51,True
2023-04,Alice,Subscription,181.1,True
2017-12,Alice,Subscription,152.11,False
2021-09,Alice,Subscription,177.84,True
2019-09,David,Subscription,53.1,True
2015-02,Charlie,Subscription,104.92,False
2020-01,Eve,Buyout,1750.49,N/A
2024-08,David,Buyout,1501.48,N/A
2024-03,Charlie,Subscription,124.61,True
2015-07,Eve,Subscription,78.66,True
2017-03,Eve,Subscription,78.69,True
2022-02,Alice,Buyout,1482.37,N/A
2018-05,Alice,Buyout,1693.5,N/A
2022-03,Bob,Buyout,1253.55,N/A
2016-08,Charlie,Subscription,120.83,False
2016-09,David,Buyout,1910.45,N/A
2018-01,Charlie,Subscription,184.95,False
2019-04,Bob,Buyout,1109.6,N/A
2024-07,Eve,Buyout,1067.37,N/A
2019-11,David,Buyout,1976.47,N/A
2024-10,Alice,Buyout,1771.45,N/A
2022-06,Alice,Buyout,1118.98,N/A
2021-09,Eve,Buyout,1792.59,N/A
2020-03,Alice,Buyout,1405.5,N/A
2019-07,David,Buyout,1970.73,N/A
2020-10,Charlie,Subscription,94.11,True
2018-11,David,Buyout,1932.39,N/A
2019-11,Alice,Buyout,1165.13,N/A
2017-04,Eve,Subscription,100.52,False
2021-04,Eve,Buyout,1919.07,N/A
2021-12,David,Buyout,1773.16,N/A
2017-03,Eve,Buyout,1085.03,N/A
2015-07,Eve,Subscription,167.49,False
2023-06,Charlie,Buyout,1476.9,N/A
2015-03,Bob,Buyout,1884.25,N/A
2018-10,Alice,Subscription,74.85,True
2024-02,Bob,Buyout,1205.78,N/A
2020-01,Alice,Subscription,105.07,True
2018-01,Eve,Subscription,104.08,True
2020-12,Bob,Subscription,73.56,True
2024-12,Charlie,Buyout,1042.28,N/A
2019-10,Charlie,Subscription,133.54,True
2024-01,Charlie,Subscription,182.86,True
2024-12,Alice,Subscription,51.42,False
2022-10,Charlie,Buyout,1818.55,N/A
2021-05,Alice,Subscription,107.41,False
2021-02,David,Buyout,1669.73,N/A
2016-12,David,Subscription,63.87,True
2016-07,Alice,Buyout,1844.28,N/A
2015-04,Alice,Subscription,84.83,False
2018-11,Alice,Buyout,1155.07,N/A
2016-01,David,Subscription,199.52,True
2020-12,Charlie,Subscription,119.15,False
2019-07,Alice,Subscription,93.72,True
2015-10,Bob,Subscription,153.83,False
2019-05,Alice,Buyout,1361.84,N/A
2020-10,David,Subscription,76.76,False
2021-05,Bob,Buyout,1709.12,N/A
2022-09,Eve,Subscription,72.83,True
2015-02,Alice,Buyout,1472.37,N/A
2019-02,Bob,Buyout,1931.79,N/A
2018-07,Alice,Subscription,102.37,False
2021-02,Eve,Buyout,1080.68,N/A
2018-05,Eve,Subscription,126.69,False
2016-11,Bob,Buyout,1855.57,N/A
2016-03,Alice,Subscription,73.89,True
2019-03,Charlie,Subscription,86.15,True
2017-09,Charlie,Subscription,140.37,True
2021-03,Bob,Subscription,195.77,False
2016-01,Alice,Subscription,51.42,True
2021-04,Eve,Buyout,1477.21,N/A
2020-07,Eve,Buyout,1818.11,N/A
2024-05,Eve,Buyout,1656.28,N/A
2020-09,Eve,Subscription,56.84,True
2023-01,David,Buyout,1878.02,N/A
2017-01,Charlie,Subscription,121.16,False
2015-06,David,Buyout,1360.87,N/A
2016-10,Bob,Subscription,137.92,False
2024-07,Alice,Subscription,121.82,True
2019-03,Bob,Buyout,1727.31,N/A
2022-10,David,Subscription,172.9,False
2019-09,David,Subscription,177.8,True
2019-08,Bob,Subscription,113.44,True
2020-05,David,Subscription,180.29,False
2024-05,Alice,Buyout,1920.65,N/A
2021-09,Eve,Buyout,1822.26,N/A
2016-08,Alice,Subscription,79.44,False
2020-08,Eve,Subscription,199.2,False
2017-08,Bob,Subscription,123.44,False
2019-05,Alice,Buyout,1130.25,N/A
2016-11,Eve,Subscription,61.83,True
2020-12,Charlie,Subscription,188.88,True
2015-09,Charlie,Buyout,1936.87,N/A
2016-06,David,Subscription,100.84,True
2021-04,Bob,Buyout,1962.66,N/A
2018-12,Charlie,Subscription,76.43,True
2019-10,Bob,Buyout,1056.22,N/A
2018-03,David,Subscription,122.83,False
2019-03,David,Subscription,131.45,True
2024-03,David,Subscription,173.92,False
2015-05,Bob,Subscription,65.16,True
2024-05,Bob,Subscription,54.97,False
2019-01,Alice,Subscription,184.74,True
2020-01,Eve,Buyout,1893.37,N/A
2023-05,Eve,Buyout,1324.01,N/A
2015-09,Bob,Subscription,94.29,True
2023-05,Charlie,Buyout,1399.96,N/A
2019-10,Eve,Subscription,139.11,True
2022-12,Eve,Buyout,1078.01,N/A
2019-08,Eve,Subscription,72.53,True
2024-07,Eve,Subscription,99.0,False
2017-06,Eve,Subscription,192.82,False
2023-12,Eve,Subscription,129.01,False
2015-12,Charlie,Buyout,1066.69,N/A
2019-03,Alice,Subscription,171.33,False
2020-09,David,Subscription,77.21,False
2023-05,Eve,Buyout,1152.48,N/A
2018-03,Charlie,Subscription,112.12,False
2021-09,David,Buyout,1569.6,N/A
2015-12,Eve,Subscription,143.31,False
2017-05,Alice,Subscription,106.46,False
2023-08,Alice,Buyout,1712.28,N/A
2022-05,Charlie,Subscription,52.89,True
2023-07,David,Subscription,78.26,False
2016-11,Alice,Buyout,1866.27,N/A
2024-03,Eve,Buyout,1444.2,N/A
2023-08,Eve,Subscription,141.81,False
2020-02,Charlie,Subscription,139.92,False
2023-05,David,Subscription,119.73,False
2021-04,David,Buyout,1741.68,N/A
2017-04,David,Buyout,1027.99,N/A
2022-08,David,Buyout,1843.17,N/A
2019-07,Bob,Buyout,1263.55,N/A
2020-08,Eve,Buyout,1749.53,N/A
2020-12,Alice,Subscription,174.92,False
2022-05,Alice,Subscription,138.99,True
2015-03,Charlie,Subscription,51.73,False
2023-01,Eve,Buyout,1032.34,N/A
2018-04,David,Subscription,172.27,True
2021-01,Charlie,Buyout,1112.05,N/A
2020-09,Charlie,Subscription,118.22,False
2023-02,Bob,Subscription,94.28,True
2019-02,Alice,Buyout,1087.22,N/A
2018-02,David,Subscription,139.25,True
2023-06,David,Buyout,1049.95,N/A
2017-07,Bob,Buyout,1271.75,N/A
2016-05,David,Subscription,157.16,False
2019-06,Charlie,Buyout,1579.79,N/A
2023-04,Alice,Buyout,1788.4,N/A
2022-08,Charlie,Subscription,136.94,False
2022-10,Bob,Buyout,1292.13,N/A
2022-04,Bob,Buyout,1115.71,N/A
2020-02,Alice,Subscription,84.89,True
2015-01,Eve,Subscription,173.52,False
2019-10,Alice,Subscription,64.14,True
2016-08,Eve,Subscription,86.8,True
2019-10,David,Buyout,1448.91,N/A
2020-01,Alice,Subscription,128.44,False
2023-04,Alice,Subscription,140.86,True
2015-06,Alice,Subscription,118.12,False
2024-01,Eve,Buyout,1801.08,N/A
2022-05,David,Buyout,1138.99,N/A
2023-05,Eve,Buyout,1973.35,N/A
2019-01,Eve,Subscription,76.4,False
2023-08,Bob,Subscription,164.27,True
2020-09,Charlie,Subscription,92.0,False
2017-07,Bob,Buyout,1738.97,N/A
2015-10,David,Subscription,159.99,False
2018-06,Alice,Buyout,1471.55,N/A
2018-09,David,Subscription,160.72,False
2016-05,Bob,Subscription,66.9,True
2019-07,David,Buyout,1211.94,N/A
2021-11,Eve,Buyout,1882.7,N/A
2017-07,Charlie,Buyout,1769.83,N/A
2019-10,Bob,Buyout,1875.71,N/A
2015-07,Charlie,Buyout,1861.66,N/A
2020-03,Charlie,Subscription,186.32,False
2022-02,Bob,Subscription,57.31,True
2023-01,Charlie,Subscription,181.93,True
2015-06,Bob,Buyout,1745.36,N/A
2023-10,Alice,Buyout,1710.66,N/A
2019-10,Charlie,Buyout,1426.4,N/A
2023-10,David,Subscription,89.88,True
2016-10,Alice,Subscription,142.69,False
2018-05,Alice,Buyout,1310.79,N/A
2024-01,Charlie,Buyout,1926.28,N/A
2016-01,Charlie,Subscription,84.05,False
2022-12,Alice,Buyout,1449.36,N/A
2018-11,David,Subscription,145.54,False
2019-11,David,Buyout,1098.55,N/A
2017-05,Eve,Buyout,1081.3,N/A
2018-10,Bob,Buyout,1700.42,N/A
2022-02,David,Buyout,1960.0,N/A
2021-05,Eve,Subscription,166.12,True
2015-05,Bob,Subscription,186.75,True
2017-04,David,Buyout,1661.97,N/A
2016-09,Charlie,Subscription,131.29,True
2021-07,Alice,Buyout,1429.2,N/A
2015-07,Alice,Subscription,140.75,False
2022-02,Eve,Buyout,1949.58,N/A
2019-08,Charlie,Buyout,1754.09,N/A
2024-06,David,Buyout,1389.42,N/A
2017-01,Alice,Subscription,55.31,True
2020-08,Eve,Subscription,65.43,True
2021-02,David,Subscription,53.47,False
2019-09,Bob,Subscription,61.21,True
2021-06,David,Buyout,1610.3,N/A
2017-12,Bob,Buyout,1592.87,N/A
2015-09,David,Buyout,1051.71,N/A
2018-06,Charlie,Subscription,137.17,True
2015-10,Eve,Subscription,130.99,False
2019-05,Eve,Subscription,158.74,True
2022-09,Alice,Subscription,153.09,False
2023-05,David,Subscription,142.69,False
2017-09,Bob,Buyout,1982.5,N/A
2016-10,Charlie,Buyout,1499.14,N/A
2017-10,Bob,Subscription,96.31,False
2021-03,Charlie,Subscription,115.21,False
2015-10,Bob,Subscription,89.18,False
2018-10,Alice,Buyout,1193.36,N/A
2015-09,Eve,Buyout,1675.89,N/A
2021-11,Alice,Buyout,1595.02,N/A
2015-04,Eve,Subscription,155.18,True
2022-09,Eve,Subscription,51.94,True
2015-10,Bob,Subscription,182.89,False
2016-06,Bob,Buyout,1958.23,N/A
2016-08,David,Subscription,169.2,True
2017-12,Alice,Buyout,1055.84,N/A
2023-03,Alice,Subscription,157.73,True
2017-02,Charlie,Subscription,61.86,False
2020-06,Bob,Buyout,1721.53,N/A
2016-08,Charlie,Buyout,1025.38,N/A
2024-04,Charlie,Buyout,1231.94,N/A
2019-03,Alice,Subscription,172.22,False
2021-11,Eve,Buyout,1278.54,N/A
2020-09,Eve,Subscription,53.46,True
2017-09,Alice,Buyout,1937.59,N/A
2022-01,Eve,Buyout,1658.98,N/A
2022-08,David,Buyout,1687.92,N/A
2015-09,David,Buyout,1792.04,N/A
2024-09,Eve,Subscription,56.27,False
2021-10,Eve,Subscription,181.36,False
2015-02,Alice,Subscription,139.54,False
2016-08,Alice,Buyout,1653.26,N/A
2017-10,David,Buyout,1214.57,N/A
